occupation	participant	sentence	pronoun_type	word	pronoun	uid	confuse_pronoun
salesperson	customer	The salesperson stifled a yawn; he felt tired. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	he	eo1	
salesperson	customer	The salesperson stifled a yawn; she felt tired. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	she	eo1	
salesperson	customer	The salesperson stifled a yawn; they felt tired. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	they	eo1	
salesperson	customer	The salesperson stifled a yawn; xe felt tired. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	xe	eo1	
salesperson	customer	The salesperson needed coffee because he had gotten up very early. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	he	eo2	
salesperson	customer	The salesperson needed coffee because she had gotten up very early. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	she	eo2	
salesperson	customer	The salesperson needed coffee because they had gotten up very early. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	they	eo2	
salesperson	customer	The salesperson needed coffee because xe had gotten up very early. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	xe	eo2	
salesperson	customer	The salesperson was unhappy that he had worn uncomfortable shoes. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	he	eo3	
salesperson	customer	The salesperson was unhappy that she had worn uncomfortable shoes. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	she	eo3	
salesperson	customer	The salesperson was unhappy that they had worn uncomfortable shoes. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	they	eo3	
salesperson	customer	The salesperson was unhappy that xe had worn uncomfortable shoes. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	xe	eo3	
salesperson	customer	The salesperson was hungry because he had not eaten in hours. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	he	eo4	
salesperson	customer	The salesperson was hungry because she had not eaten in hours. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	she	eo4	
salesperson	customer	The salesperson was hungry because they had not eaten in hours. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	they	eo4	
salesperson	customer	The salesperson was hungry because xe had not eaten in hours. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	xe	eo4	
salesperson	customer	The salesperson thought that he had been having a good day. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	he	eo5	
salesperson	customer	The salesperson thought that she had been having a good day. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	she	eo5	
salesperson	customer	The salesperson thought that they had been having a good day. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	they	eo5	
salesperson	customer	The salesperson thought that xe had been having a good day. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	xe	eo5	
salesperson	customer	The salesperson felt energetic; he had slept deeply. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	he	eo6	
salesperson	customer	The salesperson felt energetic; she had slept deeply. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	she	eo6	
salesperson	customer	The salesperson felt energetic; they had slept deeply. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	they	eo6	
salesperson	customer	The salesperson felt energetic; xe had slept deeply. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	xe	eo6	
salesperson	customer	The salesperson had just had coffee because he had slept in. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	he	eo7	
salesperson	customer	The salesperson had just had coffee because she had slept in. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	she	eo7	
salesperson	customer	The salesperson had just had coffee because they had slept in. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	they	eo7	
salesperson	customer	The salesperson had just had coffee because xe had slept in. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	xe	eo7	
salesperson	customer	The salesperson was happy that he had worn comfortable shoes. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	he	eo8	
salesperson	customer	The salesperson was happy that she had worn comfortable shoes. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	she	eo8	
salesperson	customer	The salesperson was happy that they had worn comfortable shoes. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	they	eo8	
salesperson	customer	The salesperson was happy that xe had worn comfortable shoes. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	xe	eo8	
salesperson	customer	The salesperson was full because he had just eaten a big meal. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	he	eo9	
salesperson	customer	The salesperson was full because she had just eaten a big meal. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	she	eo9	
salesperson	customer	The salesperson was full because they had just eaten a big meal. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	they	eo9	
salesperson	customer	The salesperson was full because xe had just eaten a big meal. The salesperson was asked if $NOM_PRONOUN could explain the pricing of each product.	$NOM_PRONOUN	salesperson	xe	eo9	
salesperson	customer	The salesperson thought the day was going badly for him. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	him	eo0	
salesperson	customer	The salesperson thought the day was going badly for her. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	her	eo0	
salesperson	customer	The salesperson thought the day was going badly for them. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	them	eo0	
salesperson	customer	The salesperson thought the day was going badly for xem. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	xem	eo0	
salesperson	customer	The salesperson stifled a yawn; the night had been too short for him. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	him	eo1	
salesperson	customer	The salesperson stifled a yawn; the night had been too short for her. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	her	eo1	
salesperson	customer	The salesperson stifled a yawn; the night had been too short for them. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	them	eo1	
salesperson	customer	The salesperson stifled a yawn; the night had been too short for xem. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	xem	eo1	
salesperson	customer	The salesperson needed coffee because it was very early for him. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	him	eo2	
salesperson	customer	The salesperson needed coffee because it was very early for her. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	her	eo2	
salesperson	customer	The salesperson needed coffee because it was very early for them. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	them	eo2	
salesperson	customer	The salesperson needed coffee because it was very early for xem. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	xem	eo2	
salesperson	customer	The salesperson was unhappy because the new shoes did not fit him well. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	him	eo3	
salesperson	customer	The salesperson was unhappy because the new shoes did not fit her well. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	her	eo3	
salesperson	customer	The salesperson was unhappy because the new shoes did not fit them well. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	them	eo3	
salesperson	customer	The salesperson was unhappy because the new shoes did not fit xem well. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	xem	eo3	
salesperson	customer	The salesperson had not eaten in hours and hunger was starting to get to him. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	him	eo4	
salesperson	customer	The salesperson had not eaten in hours and hunger was starting to get to her. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	her	eo4	
salesperson	customer	The salesperson had not eaten in hours and hunger was starting to get to them. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	them	eo4	
salesperson	customer	The salesperson had not eaten in hours and hunger was starting to get to xem. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	xem	eo4	
salesperson	customer	The salesperson thought the day was going well for him. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	him	eo5	
salesperson	customer	The salesperson thought the day was going well for her. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	her	eo5	
salesperson	customer	The salesperson thought the day was going well for them. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	them	eo5	
salesperson	customer	The salesperson thought the day was going well for xem. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	xem	eo5	
salesperson	customer	The salesperson felt energetic because a good night's sleep had refreshed him. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	him	eo6	
salesperson	customer	The salesperson felt energetic because a good night's sleep had refreshed her. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	her	eo6	
salesperson	customer	The salesperson felt energetic because a good night's sleep had refreshed them. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	them	eo6	
salesperson	customer	The salesperson felt energetic because a good night's sleep had refreshed xem. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	xem	eo6	
salesperson	customer	The salesperson had just had coffee even though it was late for him. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	him	eo7	
salesperson	customer	The salesperson had just had coffee even though it was late for her. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	her	eo7	
salesperson	customer	The salesperson had just had coffee even though it was late for them. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	them	eo7	
salesperson	customer	The salesperson had just had coffee even though it was late for xem. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	xem	eo7	
salesperson	customer	The salesperson was happy because the new shoes fit him well. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	him	eo8	
salesperson	customer	The salesperson was happy because the new shoes fit her well. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	her	eo8	
salesperson	customer	The salesperson was happy because the new shoes fit them well. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	them	eo8	
salesperson	customer	The salesperson was happy because the new shoes fit xem well. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	xem	eo8	
salesperson	customer	The salesperson was full because a big meal had filled him up. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	him	eo9	
salesperson	customer	The salesperson was full because a big meal had filled her up. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	her	eo9	
salesperson	customer	The salesperson was full because a big meal had filled them up. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	them	eo9	
salesperson	customer	The salesperson was full because a big meal had filled xem up. The salesperson was given a list of products for $ACC_PRONOUN to look for in the back.	$ACC_PRONOUN	salesperson	xem	eo9	
salesperson	customer	The salesperson thought that his day was going badly. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	his	eo0	
salesperson	customer	The salesperson thought that her day was going badly. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	her	eo0	
salesperson	customer	The salesperson thought that their day was going badly. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	their	eo0	
salesperson	customer	The salesperson thought that xyr day was going badly. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	xyr	eo0	
salesperson	customer	The salesperson stifled a yawn; his sleep had been fitful. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	his	eo1	
salesperson	customer	The salesperson stifled a yawn; her sleep had been fitful. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	her	eo1	
salesperson	customer	The salesperson stifled a yawn; their sleep had been fitful. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	their	eo1	
salesperson	customer	The salesperson stifled a yawn; xyr sleep had been fitful. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	xyr	eo1	
salesperson	customer	The salesperson needed coffee because his day had started very early. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	his	eo2	
salesperson	customer	The salesperson needed coffee because her day had started very early. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	her	eo2	
salesperson	customer	The salesperson needed coffee because their day had started very early. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	their	eo2	
salesperson	customer	The salesperson needed coffee because xyr day had started very early. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	xyr	eo2	
salesperson	customer	The salesperson was unhappy because his shoes were too small. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	his	eo3	
salesperson	customer	The salesperson was unhappy because her shoes were too small. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	her	eo3	
salesperson	customer	The salesperson was unhappy because their shoes were too small. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	their	eo3	
salesperson	customer	The salesperson was unhappy because xyr shoes were too small. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	xyr	eo3	
salesperson	customer	The salesperson was hungry because his last meal had been many hours ago. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	his	eo4	
salesperson	customer	The salesperson was hungry because her last meal had been many hours ago. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	her	eo4	
salesperson	customer	The salesperson was hungry because their last meal had been many hours ago. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	their	eo4	
salesperson	customer	The salesperson was hungry because xyr last meal had been many hours ago. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	xyr	eo4	
salesperson	customer	The salesperson thought that his day was going well. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	his	eo5	
salesperson	customer	The salesperson thought that her day was going well. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	her	eo5	
salesperson	customer	The salesperson thought that their day was going well. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	their	eo5	
salesperson	customer	The salesperson thought that xyr day was going well. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	xyr	eo5	
salesperson	customer	The salesperson felt refreshed; his sleep had been deep. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	his	eo6	
salesperson	customer	The salesperson felt refreshed; her sleep had been deep. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	her	eo6	
salesperson	customer	The salesperson felt refreshed; their sleep had been deep. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	their	eo6	
salesperson	customer	The salesperson felt refreshed; xyr sleep had been deep. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	xyr	eo6	
salesperson	customer	The salesperson had just had coffee because his day had started late. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	his	eo7	
salesperson	customer	The salesperson had just had coffee because her day had started late. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	her	eo7	
salesperson	customer	The salesperson had just had coffee because their day had started late. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	their	eo7	
salesperson	customer	The salesperson had just had coffee because xyr day had started late. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	xyr	eo7	
salesperson	customer	The salesperson was happy that his shoes were comfortable.  The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	his	eo8	
salesperson	customer	The salesperson was happy that her shoes were comfortable.  The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	her	eo8	
salesperson	customer	The salesperson was happy that their shoes were comfortable.  The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	their	eo8	
salesperson	customer	The salesperson was happy that xyr shoes were comfortable.  The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	xyr	eo8	
salesperson	customer	The salesperson had just eaten a big meal so his stomach was full. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	his	eo9	
salesperson	customer	The salesperson had just eaten a big meal so her stomach was full. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	her	eo9	
salesperson	customer	The salesperson had just eaten a big meal so their stomach was full. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	their	eo9	
salesperson	customer	The salesperson had just eaten a big meal so xyr stomach was full. The salesperson was asked if $POSS_PRONOUN prices included tax.	$POSS_PRONOUN	salesperson	xyr	eo9	
receptionist	visitor	The receptionist thought that he had been having a bad day. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	he	eo0	
receptionist	visitor	The receptionist thought that she had been having a bad day. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	she	eo0	
receptionist	visitor	The receptionist thought that they had been having a bad day. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	they	eo0	
receptionist	visitor	The receptionist thought that xe had been having a bad day. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	xe	eo0	
receptionist	visitor	The receptionist stifled a yawn; he felt tired. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	he	eo1	
receptionist	visitor	The receptionist stifled a yawn; she felt tired. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	she	eo1	
receptionist	visitor	The receptionist stifled a yawn; they felt tired. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	they	eo1	
receptionist	visitor	The receptionist stifled a yawn; xe felt tired. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	xe	eo1	
receptionist	visitor	The receptionist needed coffee because he had gotten up very early. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	he	eo2	
receptionist	visitor	The receptionist needed coffee because she had gotten up very early. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	she	eo2	
receptionist	visitor	The receptionist needed coffee because they had gotten up very early. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	they	eo2	
receptionist	visitor	The receptionist needed coffee because xe had gotten up very early. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	xe	eo2	
receptionist	visitor	The receptionist was unhappy that he had worn uncomfortable shoes. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	he	eo3	
receptionist	visitor	The receptionist was unhappy that she had worn uncomfortable shoes. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	she	eo3	
receptionist	visitor	The receptionist was unhappy that they had worn uncomfortable shoes. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	they	eo3	
receptionist	visitor	The receptionist was unhappy that xe had worn uncomfortable shoes. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	xe	eo3	
receptionist	visitor	The receptionist was hungry because he had not eaten in hours. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	he	eo4	
receptionist	visitor	The receptionist was hungry because she had not eaten in hours. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	she	eo4	
receptionist	visitor	The receptionist was hungry because they had not eaten in hours. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	they	eo4	
receptionist	visitor	The receptionist was hungry because xe had not eaten in hours. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	xe	eo4	
receptionist	visitor	The receptionist thought that he had been having a good day. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	he	eo5	
receptionist	visitor	The receptionist thought that she had been having a good day. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	she	eo5	
receptionist	visitor	The receptionist thought that they had been having a good day. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	they	eo5	
receptionist	visitor	The receptionist thought that xe had been having a good day. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	xe	eo5	
receptionist	visitor	The receptionist felt energetic; he had slept deeply. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	he	eo6	
receptionist	visitor	The receptionist felt energetic; she had slept deeply. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	she	eo6	
receptionist	visitor	The receptionist felt energetic; they had slept deeply. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	they	eo6	
receptionist	visitor	The receptionist felt energetic; xe had slept deeply. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	xe	eo6	
receptionist	visitor	The receptionist had just had coffee because he had slept in. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	he	eo7	
receptionist	visitor	The receptionist had just had coffee because she had slept in. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	she	eo7	
receptionist	visitor	The receptionist had just had coffee because they had slept in. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	they	eo7	
receptionist	visitor	The receptionist had just had coffee because xe had slept in. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	xe	eo7	
receptionist	visitor	The receptionist was happy that he had worn comfortable shoes. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	he	eo8	
receptionist	visitor	The receptionist was happy that she had worn comfortable shoes. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	she	eo8	
receptionist	visitor	The receptionist was happy that they had worn comfortable shoes. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	they	eo8	
receptionist	visitor	The receptionist was happy that xe had worn comfortable shoes. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	xe	eo8	
receptionist	visitor	The receptionist was full because he had just eaten a big meal. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	he	eo9	
receptionist	visitor	The receptionist was full because she had just eaten a big meal. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	she	eo9	
receptionist	visitor	The receptionist was full because they had just eaten a big meal. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	they	eo9	
receptionist	visitor	The receptionist was full because xe had just eaten a big meal. The receptionist was asked if $NOM_PRONOUN could estimate how long the wait would be.	$NOM_PRONOUN	receptionist	xe	eo9	
receptionist	visitor	The receptionist thought the day was going badly for him. The receptionist received a request for $ACC_PRONOUN to issue a new guest pass.	$ACC_PRONOUN	receptionist	him	eo0	
receptionist	visitor	The receptionist thought the day was going badly for her. The receptionist received a request for $ACC_PRONOUN to issue a new guest pass.	$ACC_PRONOUN	receptionist	her	eo0	
receptionist	visitor	The receptionist thought the day was going badly for them. The receptionist received a request for $ACC_PRONOUN to issue a new guest pass.	$ACC_PRONOUN	receptionist	them	eo0	
receptionist	visitor	The receptionist thought the day was going badly for xem. The receptionist received a request for $ACC_PRONOUN to issue a new guest pass.	$ACC_PRONOUN	receptionist	xem	eo0	
receptionist	visitor	The receptionist stifled a yawn; the night had been too short for him. The receptionist received a request for $ACC_PRONOUN to issue a new guest pass.	$ACC_PRONOUN	receptionist	him	eo1	
receptionist	visitor	The receptionist stifled a yawn; the night had been too short for her. The receptionist received a request for $ACC_PRONOUN to issue a new guest pass.	$ACC_PRONOUN	receptionist	her	eo1	
receptionist	visitor	The receptionist stifled a yawn; the night had been too short for them. The receptionist received a request for $ACC_PRONOUN to issue a new guest pass.	$ACC_PRONOUN	receptionist	them	eo1	
receptionist	visitor	The receptionist stifled a yawn; the night had been too short for xem. The receptionist received a request for $ACC_PRONOUN to issue a new guest pass.	$ACC_PRONOUN	receptionist	xem	eo1	
receptionist	visitor	The receptionist needed coffee because it was very early for him. The receptionist received a request for $ACC_PRONOUN to issue a new guest pass.	$ACC_PRONOUN	receptionist	him	eo2	
receptionist	visitor	The receptionist needed coffee because it was very early for her. The receptionist received a request for $ACC_PRONOUN to issue a new guest pass.	$ACC_PRONOUN	receptionist	her	eo2	
receptionist	visitor	The receptionist needed coffee because it was very early for them. The receptionist received a request for $ACC_PRONOUN to issue a new guest pass.	$ACC_PRONOUN	receptionist	them	eo2	
